train_loss,train_recall@1,train_recall@5,train_recall@10,train_recall@20,train_mrr,val_loss,val_recall@1,val_recall@5,val_recall@10,val_recall@20,val_mrr,step_count
7.3717607464109145,0.21197270699227894,0.3090901454514824,0.3385444610476095,0.3663348866856125,0.257713519479356,6.503550688198635,0.29685081845947675,0.433167782745191,0.47178385417376245,0.5014378720309053,0.35875766720090596,700.0
5.716938212939671,0.3094975670533521,0.4624175600494657,0.5117238173740251,0.5527421072125435,0.38007983756916863,5.717114876338414,0.31194010417376244,0.4668061756023339,0.5219047619189535,0.5700669642857142,0.3845734221381801,1400.0
5.115505292075021,0.3275041523150035,0.4938070433480399,0.552391348694052,0.6049361010108675,0.40548366027218957,5.315703847067697,0.3204445684594767,0.48572172620466775,0.542507440490382,0.5976953125,0.3984861716202327,2100.0
4.774313654899597,0.3366560904468809,0.5105149040477617,0.5719642246620996,0.628899079135486,0.4186943514857973,5.1034264591762,0.3246186756023339,0.49679315477609637,0.5557496279903821,0.6123046875,0.40606357691543443,2800.0
4.577298922538757,0.3438628048343318,0.5229956472771509,0.5851280246036393,0.6433169712339128,0.42853770175150463,4.95071125302996,0.3255840773880482,0.502591145847525,0.5618489583475249,0.6196242559807641,0.4092449537771089,3500.0
4.450088919912066,0.3483399802020618,0.5316049790382386,0.5941615756068911,0.6522713497706822,0.4347771475144795,4.882400947298322,0.3289322916737625,0.5087239583475249,0.5695386904903821,0.6264936756236212,0.4142764434857028,4200.0
4.371838585989816,0.35114627714668,0.5373459411518914,0.600251915710313,0.6581437362091882,0.43898187577724457,4.792746602467128,0.3299702381023339,0.5141090029903821,0.5751692708475249,0.6327325149093356,0.41682506395237784,4900.0
4.299755578722273,0.3541765406302043,0.5432149437069893,0.6062520107201167,0.6642533685479846,0.44307735809258053,4.748823112419673,0.3303831845309053,0.515286458347525,0.5776413690618106,0.6346261160714286,0.4177940992798124,5600.0
4.24546980040414,0.3556581615975925,0.5475449456061636,0.6109152990579605,0.669225241286414,0.44583875255925315,4.710157252720424,0.3317001488166196,0.5198958333475249,0.5818322172760964,0.6388206845521927,0.42016400396823883,6300.0
4.1978235220909115,0.35756137877702715,0.5517648849742753,0.6158685989039285,0.6747690698930195,0.44886000015905925,4.66684100661959,0.332113095245191,0.5207273065618107,0.5825911458475249,0.6407459077664784,0.42096910400050025,7000.0
4.160361850261689,0.3593921412740435,0.5554096838831901,0.6192888360364096,0.677303951212338,0.4514881916131292,4.65906480210168,0.3332626488166196,0.5251413690618106,0.5868936012046678,0.6445628720521926,0.42318605035543444,7700.0
4.132681904520307,0.35959092741566046,0.5586273995893342,0.6226956909469196,0.6807062170760972,0.4526905355283192,4.636754982471466,0.33323474703090533,0.5258835565618106,0.5883110119189535,0.6459914434807641,0.42404929467609953,8400.0
4.1001224613189695,0.3617891363160951,0.5628157008545739,0.626811569077628,0.6849066603183747,0.4556769927910396,4.611583560194288,0.33389322917376246,0.5274404762046677,0.5897953869189535,0.647715773837907,0.42475404713835035,9100.0
4.082716381209237,0.3618297625865255,0.5638453522324562,0.627738829084805,0.6863878445114409,0.45609517714806963,4.613253296102796,0.334300595245191,0.5296335565618107,0.5910063244189535,0.6495963541950498,0.4257735532947949,9800.0
4.060387182235718,0.363324841771807,0.5660594923155648,0.6306442420823234,0.688560254573822,0.45809649774006433,4.565314055170331,0.3342950148880482,0.5311011904903821,0.5927976190618106,0.6508426339285714,0.4263497217638152,10500.0
4.039497692244393,0.3646812630338328,0.5680645507148334,0.632849606701306,0.6914269930975778,0.45970412927014487,4.565316369192941,0.33536644345947675,0.5326692708475249,0.5953869047760963,0.6538337053571428,0.4278004160949162,11200.0
4.0216437952859065,0.3654379868081638,0.5704025947196143,0.6349200887339456,0.6931191382237843,0.46102459905403,4.54621292250497,0.33530505953090534,0.5328311012046678,0.5960063244189535,0.6543136160714286,0.42797217816114425,11900.0
4.014558535303388,0.3644366288610867,0.570275123672826,0.6348155992371696,0.6934445771149227,0.4605379432865552,4.54049975667681,0.33629278274519103,0.5352752976332392,0.5978255208475249,0.6564341517857143,0.4293720054626465,12600.0
4.002404464312962,0.3643164348815169,0.5726716405579022,0.6369273388385772,0.6946477741003036,0.46117897484983716,4.519763357979911,0.3348028273880482,0.5347284226332392,0.5980096726332392,0.656484375,0.42825405099562236,13300.0
3.979145233290536,0.3671155853356634,0.5748755799872535,0.6391807563815798,0.6978953656979969,0.4639182458605085,4.5280284128870285,0.33617559524519103,0.5353143601332392,0.5988244047760963,0.6573772321428571,0.4296158718424184,14000.0
3.9767220067977904,0.3655196728450911,0.573801133121763,0.6398293978827341,0.6985327914782933,0.46276596878256115,4.503344347136362,0.3366331845309053,0.5374293154903821,0.6005040922760964,0.6597209821428571,0.4305645238501685,14700.0
3.9701809685570852,0.36578719794750214,0.5756149752650942,0.6408743776593889,0.7001949535948889,0.4634395273242678,4.5095606688090735,0.33639880953090534,0.5376023065618106,0.6008221726332392,0.6598828125,0.4305232223016875,15400.0
3.9522547929627554,0.3678850156494549,0.5779696110316686,0.6443003922700882,0.7015057115895408,0.4657316620009286,4.49383921112333,0.3374813988166196,0.5390364583475249,0.6029259672760964,0.6615178571428572,0.4317140084717955,16100.0
3.9509595472472054,0.36739298969507217,0.5782762773973601,0.6433828117166247,0.7014315040622439,0.4656166613953454,4.498032784121377,0.3380394345309053,0.540052083347525,0.6030822172760963,0.6613002232142857,0.43236761753048214,16800.0
3.9451122542790005,0.3666352120893342,0.5787220901250839,0.644135108760425,0.7030536756345204,0.46522187658718656,4.479595471109663,0.3378329613166196,0.5405877976332392,0.603874627990382,0.663379836337907,0.4325192275856222,17500.0
